倉庫毎の実在庫,商品ID,商品名,在庫しきい値,カテゴリー名,販売可能数,引当済 (全倉庫),安全在庫数,未引当,安全在庫設定値,実在庫数,倉庫ID,倉庫,実在庫 (倉庫毎),引当済 (倉庫毎),SKUコード,セット区分,セット構成品商品ID,セット構成品名,構成品数
0,71032-00000897,mr3100u-00-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-00-20,0,,,
0,71032-00000898,mr3100u-31-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3100u-31-20,0,,,
0,71032-00000898,mr3100u-31-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-31-20,0,,,
0,71032-00000899,mr3100u-80-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3100u-80-20,0,,,
0,71032-00000899,mr3100u-80-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-80-20,0,,,
0,71032-00000900,mr3100u-00-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3100u-00-25,0,,,
0,71032-00000900,mr3100u-00-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-00-25,0,,,
0,71032-00000901,mr3100u-31-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3100u-31-25,0,,,
0,71032-00000901,mr3100u-31-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-31-25,0,,,
0,71032-00000902,mr3100u-80-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3100u-80-25,0,,,
0,71032-00000902,mr3100u-80-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3100u-80-25,0,,,
0,71032-00000903,mr3101u-00-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-00-10,0,,,
0,71032-00000903,mr3101u-00-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-00-10,0,,,
0,71032-00000904,mr3101u-31-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-31-10,0,,,
0,71032-00000904,mr3101u-31-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-31-10,0,,,
0,71032-00000905,mr3101u-40-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-40-10,0,,,
0,71032-00000905,mr3101u-40-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-40-10,0,,,
0,71032-00000906,mr3101u-00-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-00-15,0,,,
0,71032-00000906,mr3101u-00-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-00-15,0,,,
0,71032-00000907,mr3101u-31-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-31-15,0,,,
0,71032-00000907,mr3101u-31-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-31-15,0,,,
0,71032-00000908,mr3101u-40-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-40-15,0,,,
0,71032-00000908,mr3101u-40-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-40-15,0,,,
0,71032-00000909,mr3101u-00-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-00-20,0,,,
0,71032-00000909,mr3101u-00-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-00-20,0,,,
0,71032-00000910,mr3101u-31-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-31-20,0,,,
0,71032-00000910,mr3101u-31-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-31-20,0,,,
0,71032-00000911,mr3101u-40-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-40-20,0,,,
0,71032-00000911,mr3101u-40-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-40-20,0,,,
0,71032-00000912,mr3101u-00-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-00-25,0,,,
0,71032-00000912,mr3101u-00-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-00-25,0,,,
0,71032-00000913,mr3101u-31-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-31-25,0,,,
0,71032-00000913,mr3101u-31-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-31-25,0,,,
0,71032-00000914,mr3101u-40-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,mr3101u-40-25,0,,,
0,71032-00000914,mr3101u-40-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,mr3101u-40-25,0,,,
0,71032-00000915,ov-01-1,0,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ov-01-1,0,,,
0,71032-00000915,ov-01-1,0,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ov-01-1,0,,,
0,71032-00000916,ov-01-2,0,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ov-01-2,0,,,
0,71032-00000916,ov-01-2,0,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ov-01-2,0,,,
0,71032-00000917,ov-01-3,0,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ov-01-3,0,,,
0,71032-00000917,ov-01-3,0,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ov-01-3,0,,,
0,71032-00000918,ov-01-4,0,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ov-01-4,0,,,
0,71032-00000918,ov-01-4,0,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ov-01-4,0,,,
0,71032-00000919,p-3-black,1,メガネケース,1,0,0,0,0,1,999,RFC倉庫,0,0,p-3-black,0,,,
1,71032-00000919,p-3-black,1,メガネケース,1,0,0,0,0,1,61144,自社倉庫,1,0,p-3-black,0,,,
0,71032-00000920,p-3-brown,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,p-3-brown,0,,,
0,71032-00000920,p-3-brown,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,p-3-brown,0,,,
0,71032-00000921,p-3-enji,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,p-3-enji,0,,,
0,71032-00000921,p-3-enji,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,p-3-enji,0,,,
0,71032-00000922,p-3-ivory,1,メガネケース,0,0,0,0,0,0,999,RFC倉庫,0,0,p-3-ivory,0,,,
0,71032-00000922,p-3-ivory,1,メガネケース,0,0,0,0,0,0,61144,自社倉庫,0,0,p-3-ivory,0,,,
0,71032-00000923,ph5011-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ph5011-1,0,,,
0,71032-00000923,ph5011-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ph5011-1,0,,,
0,71032-00000924,ph5011-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,ph5011-2,0,,,
0,71032-00000924,ph5011-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,ph5011-2,0,,,
0,71032-00000925,ph5099-1,3,サングラス,15,0,0,0,0,15,999,RFC倉庫,0,0,ph5099-1,0,,,
15,71032-00000925,ph5099-1,3,サングラス,15,0,0,0,0,15,61144,自社倉庫,15,0,ph5099-1,0,,,
0,71032-00000926,ph5099-2,3,サングラス,17,0,0,0,0,17,999,RFC倉庫,0,0,ph5099-2,0,,,
17,71032-00000926,ph5099-2,3,サングラス,17,0,0,0,0,17,61144,自社倉庫,17,0,ph5099-2,0,,,
0,71032-00000927,ph5606-1,1,サングラス,9,0,0,0,0,9,999,RFC倉庫,0,0,ph5606-1,0,,,
9,71032-00000927,ph5606-1,1,サングラス,9,0,0,0,0,9,61144,自社倉庫,9,0,ph5606-1,0,,,
0,71032-00000978,rf-003-1,1,サングラス,7,0,0,0,0,7,999,RFC倉庫,0,0,rf-003-1,0,,,
7,71032-00000978,rf-003-1,1,サングラス,7,0,0,0,0,7,61144,自社倉庫,7,0,rf-003-1,0,,,
0,71032-00000979,rf-003-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,rf-003-2,0,,,
0,71032-00000979,rf-003-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,rf-003-2,0,,,
0,71032-00000980,si-01sap-1a-15,3,老眼鏡,14,0,0,0,0,14,999,RFC倉庫,0,0,si-01sa-1-15,0,,,
14,71032-00000980,si-01sap-1a-15,3,老眼鏡,14,0,0,0,0,14,61144,自社倉庫,14,0,si-01sa-1-15,0,,,
0,71032-00000981,si-01sap-2a-15,3,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,0,0,si-01sa-2-15,0,,,
11,71032-00000981,si-01sap-2a-15,3,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,11,0,si-01sa-2-15,0,,,
0,71032-00000982,si-01sap-3a-15,3,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-01sa-3-15,0,,,
10,71032-00000982,si-01sap-3a-15,3,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-01sa-3-15,0,,,
0,71032-00000984,si-01sap-1a-20,3,老眼鏡,12,0,0,0,0,12,999,RFC倉庫,0,0,si-01sa-1-20,0,,,
12,71032-00000984,si-01sap-1a-20,3,老眼鏡,12,0,0,0,0,12,61144,自社倉庫,12,0,si-01sa-1-20,0,,,
0,71032-00000985,si-01sap-2a-20,3,老眼鏡,15,0,0,0,0,15,999,RFC倉庫,0,0,si-01sa-2-20,0,,,
15,71032-00000985,si-01sap-2a-20,3,老眼鏡,15,0,0,0,0,15,61144,自社倉庫,15,0,si-01sa-2-20,0,,,
0,71032-00000986,si-01sap-3a-20,3,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-01sa-3-20,0,,,
10,71032-00000986,si-01sap-3a-20,3,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-01sa-3-20,0,,,
0,71032-00000988,si-01sap-1a-25,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,si-01sa-1-25,0,,,
7,71032-00000988,si-01sap-1a-25,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,si-01sa-1-25,0,,,
0,71032-00000989,si-01sap-2a-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-01sa-2-25,0,,,
0,71032-00000989,si-01sap-2a-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-01sa-2-25,0,,,
0,71032-00000990,si-01sap-3a-25,3,老眼鏡,4,0,0,0,0,4,999,RFC倉庫,0,0,si-01sa-3-25,0,,,
4,71032-00000990,si-01sap-3a-25,3,老眼鏡,4,0,0,0,0,4,61144,自社倉庫,4,0,si-01sa-3-25,0,,,
0,71032-00000992,si-01sap-1a-30,1,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,0,0,si-01sa-1-30,0,,,
8,71032-00000992,si-01sap-1a-30,1,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,8,0,si-01sa-1-30,0,,,
0,71032-00000993,si-01sap-2a-30,1,老眼鏡,1,0,0,0,0,1,999,RFC倉庫,0,0,si-01sa-2-30,0,,,
1,71032-00000993,si-01sap-2a-30,1,老眼鏡,1,0,0,0,0,1,61144,自社倉庫,1,0,si-01sa-2-30,0,,,
0,71032-00000994,si-01sap-3a-30,1,老眼鏡,3,0,0,0,0,3,999,RFC倉庫,0,0,si-01sa-3-30,0,,,
3,71032-00000994,si-01sap-3a-30,1,老眼鏡,3,0,0,0,0,3,61144,自社倉庫,3,0,si-01sa-3-30,0,,,
0,71032-00001005,si-01sap-2a-15,1,老眼鏡,0,1,0,0,0,1,999,RFC倉庫,0,0,si-01sap-2a-15,0,,,
1,71032-00001005,si-01sap-2a-15,1,老眼鏡,0,1,0,0,0,1,61144,自社倉庫,1,1,si-01sap-2a-15,0,,,
0,71032-00001016,si-02sa-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-1-15,0,,,
0,71032-00001016,si-02sa-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-1-15,0,,,
0,71032-00001017,si-02sa-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-2-15,0,,,
0,71032-00001017,si-02sa-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-2-15,0,,,
0,71032-00001018,si-02sa-3-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-3-15,0,,,
0,71032-00001018,si-02sa-3-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-3-15,0,,,
0,71032-00001019,si-02sa-4-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-4-15,0,,,
0,71032-00001019,si-02sa-4-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-4-15,0,,,
0,71032-00001020,si-02sa-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-1-20,0,,,
0,71032-00001020,si-02sa-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-1-20,0,,,
0,71032-00001021,si-02sa-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-2-20,0,,,
0,71032-00001021,si-02sa-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-2-20,0,,,
0,71032-00001022,si-02sa-3-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-3-20,0,,,
0,71032-00001022,si-02sa-3-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-3-20,0,,,
0,71032-00001023,si-02sa-4-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-4-20,0,,,
0,71032-00001023,si-02sa-4-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-4-20,0,,,
0,71032-00001024,si-02sa-1-25,3,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-1-25,0,,,
0,71032-00001024,si-02sa-1-25,3,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-1-25,0,,,
0,71032-00001025,si-02sa-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-2-25,0,,,
0,71032-00001025,si-02sa-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-2-25,0,,,
0,71032-00001026,si-02sa-3-25,3,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-3-25,0,,,
0,71032-00001026,si-02sa-3-25,3,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-3-25,0,,,
0,71032-00001027,si-02sa-4-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-4-25,0,,,
0,71032-00001027,si-02sa-4-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-4-25,0,,,
0,71032-00001028,si-02sa-1-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-1-30,0,,,
0,71032-00001028,si-02sa-1-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-1-30,0,,,
0,71032-00001029,si-02sa-2-30,3,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-2-30,0,,,
0,71032-00001029,si-02sa-2-30,3,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-2-30,0,,,
0,71032-00001030,si-02sa-3-30,1,老眼鏡,6,0,0,0,0,6,999,RFC倉庫,0,0,si-02sa-3-30,0,,,
6,71032-00001030,si-02sa-3-30,1,老眼鏡,6,0,0,0,0,6,61144,自社倉庫,6,0,si-02sa-3-30,0,,,
0,71032-00001031,si-02sa-4-30,3,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-02sa-4-30,0,,,
0,71032-00001031,si-02sa-4-30,3,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-02sa-4-30,0,,,
0,71032-00001032,si-03-1-10,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,si-03-1-10,0,,,
7,71032-00001032,si-03-1-10,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,si-03-1-10,0,,,
0,71032-00001033,si-03-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-2-10,0,,,
0,71032-00001033,si-03-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-2-10,0,,,
0,71032-00001034,si-03-3-10,1,老眼鏡,2,0,0,0,0,2,999,RFC倉庫,0,0,si-03-3-10,0,,,
2,71032-00001034,si-03-3-10,1,老眼鏡,2,0,0,0,0,2,61144,自社倉庫,2,0,si-03-3-10,0,,,
0,71032-00001035,si-03-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-1-15,0,,,
0,71032-00001035,si-03-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-1-15,0,,,
0,71032-00001036,si-03-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-2-15,0,,,
0,71032-00001036,si-03-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-2-15,0,,,
0,71032-00001037,si-03-3-15,1,老眼鏡,0,1,0,0,0,1,999,RFC倉庫,0,0,si-03-3-15,0,,,
1,71032-00001037,si-03-3-15,1,老眼鏡,0,1,0,0,0,1,61144,自社倉庫,1,1,si-03-3-15,0,,,
0,71032-00001038,si-03-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-1-20,0,,,
0,71032-00001038,si-03-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-1-20,0,,,
0,71032-00001039,si-03-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-2-20,0,,,
0,71032-00001039,si-03-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-2-20,0,,,
0,71032-00001040,si-03-3-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-3-20,0,,,
0,71032-00001040,si-03-3-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-3-20,0,,,
0,71032-00001041,si-03-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-1-25,0,,,
0,71032-00001041,si-03-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-1-25,0,,,
0,71032-00001042,si-03-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-2-25,0,,,
0,71032-00001042,si-03-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-2-25,0,,,
0,71032-00001043,si-03-3-25,1,老眼鏡,1,0,0,0,0,1,999,RFC倉庫,0,0,si-03-3-25,0,,,
1,71032-00001043,si-03-3-25,1,老眼鏡,1,0,0,0,0,1,61144,自社倉庫,1,0,si-03-3-25,0,,,
0,71032-00001044,si-03-1-30,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-03-1-30,0,,,
10,71032-00001044,si-03-1-30,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-03-1-30,0,,,
0,71032-00001045,si-03-2-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-2-30,0,,,
0,71032-00001045,si-03-2-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-2-30,0,,,
0,71032-00001046,si-03-3-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-03-3-30,0,,,
0,71032-00001046,si-03-3-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-03-3-30,0,,,
0,71032-00001047,si-06pc-1,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,si-06pc-1,0,,,
0,71032-00001047,si-06pc-1,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,si-06pc-1,0,,,
0,71032-00001048,si-06pc-2,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,si-06pc-2,0,,,
0,71032-00001048,si-06pc-2,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,si-06pc-2,0,,,
0,71032-00001049,si-06pc-3,0,PCメガネ,0,0,0,0,0,0,999,RFC倉庫,0,0,si-06pc-3,0,,,
0,71032-00001049,si-06pc-3,0,PCメガネ,0,0,0,0,0,0,61144,自社倉庫,0,0,si-06pc-3,0,,,
0,71032-00001050,si-07-1-15,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-1-15,0,,,
10,71032-00001050,si-07-1-15,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-1-15,0,,,
0,71032-00001051,si-07-2-15,3,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-2-15,0,,,
10,71032-00001051,si-07-2-15,3,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-2-15,0,,,
0,71032-00001052,si-07-1-20,3,老眼鏡,9,1,0,0,0,10,999,RFC倉庫,0,0,si-07-1-20,0,,,
10,71032-00001052,si-07-1-20,3,老眼鏡,9,1,0,0,0,10,61144,自社倉庫,10,1,si-07-1-20,0,,,
0,71032-00001053,si-07-2-20,3,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-2-20,0,,,
10,71032-00001053,si-07-2-20,3,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-2-20,0,,,
0,71032-00001054,si-07-1-25,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-1-25,0,,,
10,71032-00001054,si-07-1-25,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-1-25,0,,,
0,71032-00001055,si-07-2-25,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-2-25,0,,,
10,71032-00001055,si-07-2-25,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-2-25,0,,,
0,71032-00001056,si-07-1-30,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-1-30,0,,,
10,71032-00001056,si-07-1-30,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-1-30,0,,,
0,71032-00001057,si-07-2-30,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-07-2-30,0,,,
10,71032-00001057,si-07-2-30,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-07-2-30,0,,,
0,71032-00001058,si-07sg-1,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,si-07sg-1,0,,,
0,71032-00001058,si-07sg-1,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,si-07sg-1,0,,,
0,71032-00001059,si-07sg-2,1,サングラス,0,0,0,0,0,0,999,RFC倉庫,0,0,si-07sg-2,0,,,
0,71032-00001059,si-07sg-2,1,サングラス,0,0,0,0,0,0,61144,自社倉庫,0,0,si-07sg-2,0,,,
0,71032-00001060,si-08-1-15,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-1-15,0,,,
10,71032-00001060,si-08-1-15,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-1-15,0,,,
0,71032-00001061,si-08-2-15,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,0,0,si-08-2-15,0,,,
9,71032-00001061,si-08-2-15,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,9,0,si-08-2-15,0,,,
0,71032-00001062,si-08-3-15,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,0,0,si-08-3-15,0,,,
9,71032-00001062,si-08-3-15,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,9,0,si-08-3-15,0,,,
0,71032-00001063,si-08-1-20,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-1-20,0,,,
10,71032-00001063,si-08-1-20,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-1-20,0,,,
0,71032-00001064,si-08-2-20,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,0,0,si-08-2-20,0,,,
9,71032-00001064,si-08-2-20,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,9,0,si-08-2-20,0,,,
0,71032-00001065,si-08-3-20,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-3-20,0,,,
10,71032-00001065,si-08-3-20,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-3-20,0,,,
0,71032-00001066,si-08-1-25,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-1-25,0,,,
10,71032-00001066,si-08-1-25,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-1-25,0,,,
0,71032-00001067,si-08-2-25,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-2-25,0,,,
10,71032-00001067,si-08-2-25,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-2-25,0,,,
0,71032-00001068,si-08-3-25,1,老眼鏡,6,0,0,0,0,6,999,RFC倉庫,0,0,si-08-3-25,0,,,
6,71032-00001068,si-08-3-25,1,老眼鏡,6,0,0,0,0,6,61144,自社倉庫,6,0,si-08-3-25,0,,,
0,71032-00001069,si-08-1-30,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,0,0,si-08-1-30,0,,,
10,71032-00001069,si-08-1-30,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,10,0,si-08-1-30,0,,,
0,71032-00001070,si-08-2-30,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,0,0,si-08-2-30,0,,,
7,71032-00001070,si-08-2-30,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,7,0,si-08-2-30,0,,,
0,71032-00001071,si-08-3-30,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,0,0,si-08-3-30,0,,,
11,71032-00001071,si-08-3-30,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,11,0,si-08-3-30,0,,,
0,71032-00001072,si-08-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-08-1-10,0,,,
0,71032-00001072,si-08-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-08-1-10,0,,,
0,71032-00001073,si-08-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-08-2-10,0,,,
0,71032-00001073,si-08-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,si-08-2-10,0,,,
0,71032-00001074,si-08-3-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,si-08-3-10,0,,,
