倉庫毎の実在庫,商品ID,商品名,在庫しきい値,カテゴリー名,販売可能数,引当済 (全倉庫),安全在庫数,未引当,安全在庫設定値,実在庫数,倉庫ID,倉庫,実在庫 (倉庫毎),引当済 (倉庫毎),SKUコード,セット区分,セット構成品商品ID,セット構成品名,構成品数
0,71032-00000633,flm-001-2-20,3,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,0,0,flm-001-2-20,0,,,
8,71032-00000634,flm-001-1-25,3,老眼鏡,7,1,0,0,0,8,999,RFC倉庫,8,1,flm-001-1-25,0,,,
0,71032-00000634,flm-001-1-25,3,老眼鏡,7,1,0,0,0,8,61144,自社倉庫,0,0,flm-001-1-25,0,,,
11,71032-00000635,flm-001-2-25,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,11,0,flm-001-2-25,0,,,
0,71032-00000635,flm-001-2-25,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,0,0,flm-001-2-25,0,,,
4,71032-00000636,flm-001-1-30,1,老眼鏡,3,1,0,0,0,4,999,RFC倉庫,4,1,flm-001-1-30,0,,,
0,71032-00000636,flm-001-1-30,1,老眼鏡,3,1,0,0,0,4,61144,自社倉庫,0,0,flm-001-1-30,0,,,
7,71032-00000637,flm-001-2-30,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,7,0,flm-001-2-30,0,,,
0,71032-00000637,flm-001-2-30,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,0,0,flm-001-2-30,0,,,
11,71032-00000638,flm-002-1-10,1,老眼鏡,11,0,0,0,0,11,999,RFC倉庫,11,0,flm-002-1-10,0,,,
0,71032-00000638,flm-002-1-10,1,老眼鏡,11,0,0,0,0,11,61144,自社倉庫,0,0,flm-002-1-10,0,,,
10,71032-00000639,flm-002-2-10,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,10,0,flm-002-2-10,0,,,
0,71032-00000639,flm-002-2-10,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,0,0,flm-002-2-10,0,,,
13,71032-00000640,flm-002-1-15,3,老眼鏡,13,0,0,0,0,13,999,RFC倉庫,13,0,flm-002-1-15,0,,,
0,71032-00000640,flm-002-1-15,3,老眼鏡,13,0,0,0,0,13,61144,自社倉庫,0,0,flm-002-1-15,0,,,
13,71032-00000641,flm-002-2-15,1,老眼鏡,13,0,0,0,0,13,999,RFC倉庫,13,0,flm-002-2-15,0,,,
0,71032-00000641,flm-002-2-15,1,老眼鏡,13,0,0,0,0,13,61144,自社倉庫,0,0,flm-002-2-15,0,,,
13,71032-00000642,flm-002-1-20,3,老眼鏡,13,0,0,0,0,13,999,RFC倉庫,13,0,flm-002-1-20,0,,,
0,71032-00000642,flm-002-1-20,3,老眼鏡,13,0,0,0,0,13,61144,自社倉庫,0,0,flm-002-1-20,0,,,
10,71032-00000643,flm-002-2-20,1,老眼鏡,10,0,0,0,0,10,999,RFC倉庫,10,0,flm-002-2-20,0,,,
0,71032-00000643,flm-002-2-20,1,老眼鏡,10,0,0,0,0,10,61144,自社倉庫,0,0,flm-002-2-20,0,,,
9,71032-00000644,flm-002-1-25,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,9,0,flm-002-1-25,0,,,
0,71032-00000644,flm-002-1-25,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,0,0,flm-002-1-25,0,,,
3,71032-00000645,flm-002-2-25,1,老眼鏡,3,0,0,0,0,3,999,RFC倉庫,3,0,flm-002-2-25,0,,,
0,71032-00000645,flm-002-2-25,1,老眼鏡,3,0,0,0,0,3,61144,自社倉庫,0,0,flm-002-2-25,0,,,
5,71032-00000646,flm-002-1-30,1,老眼鏡,5,0,0,0,0,5,999,RFC倉庫,5,0,flm-002-1-30,0,,,
0,71032-00000646,flm-002-1-30,1,老眼鏡,5,0,0,0,0,5,61144,自社倉庫,0,0,flm-002-1-30,0,,,
7,71032-00000647,flm-002-2-30,1,老眼鏡,6,1,0,0,0,7,999,RFC倉庫,7,1,flm-002-2-30,0,,,
0,71032-00000647,flm-002-2-30,1,老眼鏡,6,1,0,0,0,7,61144,自社倉庫,0,0,flm-002-2-30,0,,,
0,71032-00000648,flm-003-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-1-10,0,,,
0,71032-00000648,flm-003-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-1-10,0,,,
0,71032-00000649,flm-003-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-2-10,0,,,
0,71032-00000649,flm-003-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-2-10,0,,,
0,71032-00000650,flm-003-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-1-15,0,,,
0,71032-00000650,flm-003-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-1-15,0,,,
0,71032-00000651,flm-003-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-2-15,0,,,
0,71032-00000651,flm-003-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-2-15,0,,,
0,71032-00000652,flm-003-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-1-20,0,,,
0,71032-00000652,flm-003-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-1-20,0,,,
0,71032-00000653,flm-003-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-2-20,0,,,
0,71032-00000653,flm-003-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-2-20,0,,,
0,71032-00000654,flm-003-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-1-25,0,,,
0,71032-00000654,flm-003-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-1-25,0,,,
0,71032-00000655,flm-003-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-2-25,0,,,
0,71032-00000655,flm-003-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-2-25,0,,,
0,71032-00000656,flm-003-1-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-1-30,0,,,
0,71032-00000656,flm-003-1-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-1-30,0,,,
0,71032-00000657,flm-003-2-30,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-003-2-30,0,,,
0,71032-00000657,flm-003-2-30,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-003-2-30,0,,,
0,71032-00000658,flm-004-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-1-10,0,,,
0,71032-00000658,flm-004-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-1-10,0,,,
0,71032-00000659,flm-004-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-2-10,0,,,
0,71032-00000659,flm-004-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-2-10,0,,,
0,71032-00000660,flm-004-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-1-15,0,,,
0,71032-00000660,flm-004-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-1-15,0,,,
0,71032-00000661,flm-004-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-2-15,0,,,
0,71032-00000661,flm-004-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-2-15,0,,,
0,71032-00000662,flm-004-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-1-20,0,,,
0,71032-00000662,flm-004-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-1-20,0,,,
0,71032-00000663,flm-004-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-2-20,0,,,
0,71032-00000663,flm-004-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-2-20,0,,,
0,71032-00000664,flm-004-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-1-25,0,,,
0,71032-00000664,flm-004-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-1-25,0,,,
0,71032-00000665,flm-004-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-004-2-25,0,,,
0,71032-00000665,flm-004-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-004-2-25,0,,,
9,71032-00000666,flm-004-1-30,1,老眼鏡,9,0,0,0,0,9,999,RFC倉庫,9,0,flm-004-1-30,0,,,
0,71032-00000666,flm-004-1-30,1,老眼鏡,9,0,0,0,0,9,61144,自社倉庫,0,0,flm-004-1-30,0,,,
7,71032-00000667,flm-004-2-30,1,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,7,0,flm-004-2-30,0,,,
0,71032-00000667,flm-004-2-30,1,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,0,0,flm-004-2-30,0,,,
8,71032-00000678,flm-006-1-10,3,老眼鏡,8,0,0,0,0,8,999,RFC倉庫,8,0,flm-006-1-10,0,,,
0,71032-00000678,flm-006-1-10,3,老眼鏡,8,0,0,0,0,8,61144,自社倉庫,0,0,flm-006-1-10,0,,,
7,71032-00000679,flm-006-2-10,3,老眼鏡,7,0,0,0,0,7,999,RFC倉庫,7,0,flm-006-2-10,0,,,
0,71032-00000679,flm-006-2-10,3,老眼鏡,7,0,0,0,0,7,61144,自社倉庫,0,0,flm-006-2-10,0,,,
5,71032-00000680,flm-006-1-15,1,老眼鏡,3,2,0,0,0,5,999,RFC倉庫,5,2,flm-006-1-15,0,,,
0,71032-00000680,flm-006-1-15,1,老眼鏡,3,2,0,0,0,5,61144,自社倉庫,0,0,flm-006-1-15,0,,,
11,71032-00000681,flm-006-2-15,3,老眼鏡,10,1,0,0,0,11,999,RFC倉庫,11,1,flm-006-2-15,0,,,
0,71032-00000681,flm-006-2-15,3,老眼鏡,10,1,0,0,0,11,61144,自社倉庫,0,0,flm-006-2-15,0,,,
6,71032-00000682,flm-006-1-20,1,老眼鏡,6,0,0,0,0,6,999,RFC倉庫,6,0,flm-006-1-20,0,,,
0,71032-00000682,flm-006-1-20,1,老眼鏡,6,0,0,0,0,6,61144,自社倉庫,0,0,flm-006-1-20,0,,,
8,71032-00000683,flm-006-2-20,3,老眼鏡,5,3,0,0,0,8,999,RFC倉庫,8,3,flm-006-2-20,0,,,
0,71032-00000683,flm-006-2-20,3,老眼鏡,5,3,0,0,0,8,61144,自社倉庫,0,0,flm-006-2-20,0,,,
5,71032-00000684,flm-006-1-25,1,老眼鏡,5,0,0,0,0,5,999,RFC倉庫,5,0,flm-006-1-25,0,,,
0,71032-00000684,flm-006-1-25,1,老眼鏡,5,0,0,0,0,5,61144,自社倉庫,0,0,flm-006-1-25,0,,,
3,71032-00000685,flm-006-2-25,1,老眼鏡,3,0,0,0,0,3,999,RFC倉庫,3,0,flm-006-2-25,0,,,
0,71032-00000685,flm-006-2-25,1,老眼鏡,3,0,0,0,0,3,61144,自社倉庫,0,0,flm-006-2-25,0,,,
0,71032-00000686,flm-006-1-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-006-1-30,0,,,
0,71032-00000686,flm-006-1-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-006-1-30,0,,,
0,71032-00000687,flm-006-2-30,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-006-2-30,0,,,
0,71032-00000687,flm-006-2-30,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-006-2-30,0,,,
0,71032-00000688,flm-100-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-1-10,0,,,
0,71032-00000688,flm-100-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-1-10,0,,,
0,71032-00000689,flm-100-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-2-10,0,,,
0,71032-00000689,flm-100-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-2-10,0,,,
0,71032-00000690,flm-100-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-1-15,0,,,
0,71032-00000690,flm-100-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-1-15,0,,,
0,71032-00000691,flm-100-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-2-15,0,,,
0,71032-00000691,flm-100-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-2-15,0,,,
0,71032-00000692,flm-100-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-1-20,0,,,
0,71032-00000692,flm-100-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-1-20,0,,,
0,71032-00000693,flm-100-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-2-20,0,,,
0,71032-00000693,flm-100-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-2-20,0,,,
0,71032-00000694,flm-100-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-1-25,0,,,
0,71032-00000694,flm-100-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-1-25,0,,,
0,71032-00000695,flm-100-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-100-2-25,0,,,
0,71032-00000695,flm-100-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-100-2-25,0,,,
0,71032-00000696,flm-200-1-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-1-10,0,,,
0,71032-00000696,flm-200-1-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-1-10,0,,,
0,71032-00000697,flm-200-2-10,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-2-10,0,,,
0,71032-00000697,flm-200-2-10,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-2-10,0,,,
0,71032-00000698,flm-200-1-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-1-15,0,,,
0,71032-00000698,flm-200-1-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-1-15,0,,,
0,71032-00000699,flm-200-2-15,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-2-15,0,,,
0,71032-00000699,flm-200-2-15,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-2-15,0,,,
0,71032-00000700,flm-200-1-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-1-20,0,,,
0,71032-00000700,flm-200-1-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-1-20,0,,,
0,71032-00000701,flm-200-2-20,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-2-20,0,,,
0,71032-00000701,flm-200-2-20,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-2-20,0,,,
0,71032-00000702,flm-200-1-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-1-25,0,,,
0,71032-00000702,flm-200-1-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-1-25,0,,,
0,71032-00000703,flm-200-2-25,1,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-200-2-25,0,,,
0,71032-00000703,flm-200-2-25,1,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-200-2-25,0,,,
0,71032-00000704,flm-300-1-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-1-10,0,,,
0,71032-00000704,flm-300-1-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-1-10,0,,,
0,71032-00000705,flm-300-2-10,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-2-10,0,,,
0,71032-00000705,flm-300-2-10,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-2-10,0,,,
0,71032-00000706,flm-300-1-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-1-15,0,,,
0,71032-00000706,flm-300-1-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-1-15,0,,,
0,71032-00000707,flm-300-2-15,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-2-15,0,,,
0,71032-00000707,flm-300-2-15,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-2-15,0,,,
0,71032-00000708,flm-300-1-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-1-20,0,,,
0,71032-00000708,flm-300-1-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-1-20,0,,,
0,71032-00000709,flm-300-2-20,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-2-20,0,,,
0,71032-00000709,flm-300-2-20,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-2-20,0,,,
0,71032-00000710,flm-300-1-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-1-25,0,,,
0,71032-00000710,flm-300-1-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-1-25,0,,,
0,71032-00000711,flm-300-2-25,0,老眼鏡,0,0,0,0,0,0,999,RFC倉庫,0,0,flm-300-2-25,0,,,
0,71032-00000711,flm-300-2-25,0,老眼鏡,0,0,0,0,0,0,61144,自社倉庫,0,0,flm-300-2-25,0,,,
0,71032-00000712,flow-a-1blk,1,メガネスタンド,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-a-1blk,0,,,
0,71032-00000712,flow-a-1blk,1,メガネスタンド,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-a-1blk,0,,,
0,71032-00000713,flow-a-2blk2,1,メガネスタンド,3,0,0,0,0,3,999,RFC倉庫,0,0,flow-a-2blk2,0,,,
3,71032-00000713,flow-a-2blk2,1,メガネスタンド,3,0,0,0,0,3,61144,自社倉庫,3,0,flow-a-2blk2,0,,,
0,71032-00000714,flow-a-3slv,1,メガネスタンド,1,0,0,0,0,1,999,RFC倉庫,0,0,flow-a-3slv,0,,,
1,71032-00000714,flow-a-3slv,1,メガネスタンド,1,0,0,0,0,1,61144,自社倉庫,1,0,flow-a-3slv,0,,,
0,71032-00000715,flow-a-4slv2,1,メガネスタンド,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-a-4slv2,0,,,
0,71032-00000715,flow-a-4slv2,1,メガネスタンド,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-a-4slv2,0,,,
0,71032-00000716,flow-a-5slv3,1,メガネスタンド,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-a-5slv3,0,,,
0,71032-00000716,flow-a-5slv3,1,メガネスタンド,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-a-5slv3,0,,,
4,71032-00000717,flow-b-1blk,1,メガネスタンド,4,0,0,0,0,4,999,RFC倉庫,4,0,flow-b-1blk,0,,,
0,71032-00000717,flow-b-1blk,1,メガネスタンド,4,0,0,0,0,4,61144,自社倉庫,0,0,flow-b-1blk,0,,,
3,71032-00000718,flow-b-2red,1,メガネスタンド,3,0,0,0,0,3,999,RFC倉庫,3,0,flow-b-2red,0,,,
0,71032-00000718,flow-b-2red,1,メガネスタンド,3,0,0,0,0,3,61144,自社倉庫,0,0,flow-b-2red,0,,,
4,71032-00000719,flow-b-3yel,1,メガネスタンド,4,0,0,0,0,4,999,RFC倉庫,4,0,flow-b-3yel,0,,,
0,71032-00000719,flow-b-3yel,1,メガネスタンド,4,0,0,0,0,4,61144,自社倉庫,0,0,flow-b-3yel,0,,,
1,71032-00000720,flow-b-4blu,1,メガネスタンド,1,0,0,0,0,1,999,RFC倉庫,1,0,flow-b-4blu,0,,,
0,71032-00000720,flow-b-4blu,1,メガネスタンド,1,0,0,0,0,1,61144,自社倉庫,0,0,flow-b-4blu,0,,,
2,71032-00000721,flow-b-5wht,1,メガネスタンド,1,1,0,0,0,2,999,RFC倉庫,2,1,flow-b-5wht,0,,,
0,71032-00000721,flow-b-5wht,1,メガネスタンド,1,1,0,0,0,2,61144,自社倉庫,0,0,flow-b-5wht,0,,,
0,71032-00000722,flow-b-6brn,1,メガネスタンド,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-b-6brn,0,,,
0,71032-00000722,flow-b-6brn,1,メガネスタンド,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-b-6brn,0,,,
0,71032-00000723,flow-b-7beg,1,メガネスタンド,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-b-7beg,0,,,
0,71032-00000723,flow-b-7beg,1,メガネスタンド,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-b-7beg,0,,,
3,71032-00000724,flow-c-1blk,1,メガネスタンド,3,0,0,0,0,3,999,RFC倉庫,3,0,flow-c-1blk,0,,,
0,71032-00000724,flow-c-1blk,1,メガネスタンド,3,0,0,0,0,3,61144,自社倉庫,0,0,flow-c-1blk,0,,,
4,71032-00000725,flow-c-2camo,1,メガネスタンド,4,0,0,0,0,4,999,RFC倉庫,4,0,flow-c-2camo,0,,,
0,71032-00000725,flow-c-2camo,1,メガネスタンド,4,0,0,0,0,4,61144,自社倉庫,0,0,flow-c-2camo,0,,,
2,71032-00000726,flow-c-3beg,1,メガネスタンド,2,0,0,0,0,2,999,RFC倉庫,2,0,flow-c-3beg,0,,,
0,71032-00000726,flow-c-3beg,1,メガネスタンド,2,0,0,0,0,2,61144,自社倉庫,0,0,flow-c-3beg,0,,,
0,71032-00000727,flow-d-1blk,1,関連グッズ,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-d-1blk,0,,,
0,71032-00000727,flow-d-1blk,1,関連グッズ,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-d-1blk,0,,,
0,71032-00000728,flow-d-2brn,1,関連グッズ,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-d-2brn,0,,,
0,71032-00000728,flow-d-2brn,1,関連グッズ,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-d-2brn,0,,,
0,71032-00000729,flow-e-1blk,1,関連グッズ,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-e-1blk,0,,,
0,71032-00000729,flow-e-1blk,1,関連グッズ,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-e-1blk,0,,,
0,71032-00000730,flow-e-2slv,1,関連グッズ,0,0,0,0,0,0,999,RFC倉庫,0,0,flow-e-2slv,0,,,
0,71032-00000730,flow-e-2slv,1,関連グッズ,0,0,0,0,0,0,61144,自社倉庫,0,0,flow-e-2slv,0,,,
0,71032-00000731,flr-001-1-16,1,拡大鏡（ルーペ）,0,0,0,0,0,0,999,RFC倉庫,0,0,flr-001-1-16,0,,,
0,71032-00000731,flr-001-1-16,1,拡大鏡（ルーペ）,0,0,0,0,0,0,61144,自社倉庫,0,0,flr-001-1-16,0,,,
0,71032-00000732,flr-001-2-16,1,拡大鏡（ルーペ）,0,0,0,0,0,0,999,RFC倉庫,0,0,flr-001-2-16,0,,,
0,71032-00000732,flr-001-2-16,1,拡大鏡（ルーペ）,0,0,0,0,0,0,61144,自社倉庫,0,0,flr-001-2-16,0,,,
0,71032-00000733,gg3008-1-10,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-1-10,0,,,
0,71032-00000733,gg3008-1-10,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-1-10,0,,,
0,71032-00000734,gg3008-2-10,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-2-10,0,,,
0,71032-00000734,gg3008-2-10,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-2-10,0,,,
0,71032-00000735,gg3008-1-20,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-1-20,0,,,
0,71032-00000735,gg3008-1-20,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-1-20,0,,,
0,71032-00000736,gg3008-2-20,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-2-20,0,,,
0,71032-00000736,gg3008-2-20,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-2-20,0,,,
0,71032-00000737,gg3008-1-30,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-1-30,0,,,
0,71032-00000737,gg3008-1-30,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-1-30,0,,,
0,71032-00000738,gg3008-2-30,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-2-30,0,,,
0,71032-00000738,gg3008-2-30,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-2-30,0,,,
0,71032-00000739,gg3008-1-40,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-1-40,0,,,
0,71032-00000739,gg3008-1-40,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-1-40,0,,,
0,71032-00000740,gg3008-2-40,1,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3008-2-40,0,,,
0,71032-00000740,gg3008-2-40,1,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3008-2-40,0,,,
0,71032-00000749,gg3087-11-10,2,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3087-11-10,0,,,
0,71032-00000749,gg3087-11-10,2,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3087-11-10,0,,,
0,71032-00000750,gg3087-2-10,2,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3087-2-10,0,,,
0,71032-00000750,gg3087-2-10,2,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3087-2-10,0,,,
0,71032-00000751,gg3087-11-20,2,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3087-11-20,0,,,
0,71032-00000751,gg3087-11-20,2,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3087-11-20,0,,,
0,71032-00000752,gg3087-2-20,3,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3087-2-20,0,,,
0,71032-00000752,gg3087-2-20,3,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3087-2-20,0,,,
0,71032-00000753,gg3087-11-30,2,インスタントグラス,0,0,0,0,0,0,999,RFC倉庫,0,0,gg3087-11-30,0,,,
0,71032-00000753,gg3087-11-30,2,インスタントグラス,0,0,0,0,0,0,61144,自社倉庫,0,0,gg3087-11-30,0,,,
