"ブランド","品番","カラーNo","ｻｲｽﾞ","品名","カラー名","OEM区分","倉庫ｺｰﾄﾞ","倉庫名","ﾛｹｰｼｮﾝ","可能在庫数","出荷残数","ｷｰﾌﾟ残数","現在庫数","原単価","原価額","預かり区分","年月度","前月在庫数","入荷数","出荷数","入庫数","出庫数","振替数(+)","振替数(-)","調整数","棚卸差異","未入庫数"
"SHIORI(しおり)老眼","FISI05","2","20","ＳＩ－０５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","237.00","237.00","1047.75","248317","自社","2026/09","265.00","0.00","5.00","0.00","23.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","2","25","ＳＩ－０５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","0.00","117.00","117.00","1047.75","122587","自社","2026/09","169.00","0.00","22.00","0.00","30.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","2","30","ＳＩ－０５","ﾌﾞﾗｳﾝﾃﾞﾐ","プロパー","1","物流部倉庫","0","0.00","1.00","14.00","15.00","1047.75","15716","自社","2026/09","15.00","0","0","0","0","0","0","0","0","0.00"
"SHIORI(しおり)老眼","FISI05","3","10","ＳＩ－０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","15.00","15.00","1021.35","15320","自社","2026/09","15.00","0","0","0","0","0","0","0","0","0.00"
"SHIORI(しおり)老眼","FISI05","3","15","ＳＩ－０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","11.00","11.00","1021.35","11235","自社","2026/09","14.00","0.00","3.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","3","20","ＳＩ－０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","14.00","14.00","1021.35","14299","自社","2026/09","15.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","3","25","ＳＩ－０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","22.00","22.00","1021.35","22470","自社","2026/09","26.00","0.00","0.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","3","30","ＳＩ－０５","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","8.00","8.00","1021.35","8171","自社","2026/09","8.00","0","0","0","0","0","0","0","0","0.00"
"SHIORI(しおり)老眼","FISI05","4","10","ＳＩ－０５","ﾜｲﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","180.00","180.00","1021.35","183843","自社","2026/09","207.00","0.00","10.00","1.00","18.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","4","15","ＳＩ－０５","ﾜｲﾝ","プロパー","1","物流部倉庫","0","0.00","1.00","207.00","208.00","1021.35","212441","自社","2026/09","245.00","0.00","8.00","0.00","29.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","4","20","ＳＩ－０５","ﾜｲﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","140.00","140.00","1021.35","142989","自社","2026/09","168.00","0.00","5.00","0.00","23.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","4","25","ＳＩ－０５","ﾜｲﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","115.00","115.00","1021.35","117455","自社","2026/09","126.00","0.00","1.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00"
"SHIORI(しおり)老眼","FISI05","4","30","ＳＩ－０５","ﾜｲﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","32.00","33.00","1021.35","33705","自社","2026/09","52.00","0.00","1.00","1.00","19.00","0.00","0.00","0.00","0.00","0.00"
"ｵﾘｴﾝﾀﾙﾗﾝﾄﾞOEM SG","FITDRF2N","1","0","ＴＤＲ－Ｆ２Ｎ","ﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","734.00","0.00","0.00","734.00","627.00","460218","自社","2026/09","734.00","0","0","0","0","0","0","0","0","0.00"
"一般SG","FITL002","2","10","ＴＬ－００２","ﾊﾞｲｵﾚｯﾄﾏｯﾄ/ｵﾚﾝｼﾞﾏｯﾄ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","5400.00","5400","自社","2026/09","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ECｱｸｾ","FJ10","BLK","0","ＦＪ－１０","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","60.00","0.00","0.00","60.00","120.00","7200","自社","2026/09","60.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1000","1","25","ＦＬ１０００","ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","2116.95","2117","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1000","1","30","ＦＬ１０００","ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","3.00","0.00","0.00","3.00","2116.95","6351","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1000","2","20","ＦＬ１０００","ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","2.00","0.00","0.00","2.00","2116.95","4234","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1000","2","25","ＦＬ１０００","ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","4.00","0.00","0.00","4.00","2116.95","8468","自社","2026/09","4.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1000","2","30","ＦＬ１０００","ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","2116.95","2117","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1002","2","25","ＦＬ１００２","ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","2.00","0.00","0.00","2.00","2116.95","4234","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL1002","2","30","ＦＬ１００２","ﾍｱﾗｲﾝﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","7.00","0.00","0.00","7.00","2116.95","14819","自社","2026/09","7.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL3000","1","5","ＦＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","8.00","0.00","18.00","26.00","589.05","15315","自社","2026/09","51.00","0.00","5.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","1","10","ＦＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","17.00","17.00","589.05","10014","自社","2026/09","44.00","0.00","7.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","1","15","ＦＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","14.00","0.00","15.00","29.00","589.05","17082","自社","2026/09","60.00","0.00","11.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","1","20","ＦＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","1.00","0.00","16.00","17.00","589.05","10014","自社","2026/09","51.00","0.00","14.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","1","25","ＦＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰ","プロパー","1","物流部倉庫","0","0.00","0.00","12.00","12.00","589.05","7069","自社","2026/09","22.00","0.00","3.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","2","5","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","8.00","8.00","589.05","4712","自社","2026/09","20.00","0.00","7.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","2","10","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","13.00","13.00","589.05","7658","自社","2026/09","42.00","0.00","9.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","2","15","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","20.00","0.00","17.00","37.00","589.05","21795","自社","2026/09","67.00","0.00","10.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","2","20","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","2.00","0.00","20.00","22.00","589.05","12959","自社","2026/09","59.00","0.00","17.00","0.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","2","25","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾈｲﾋﾞｰ","プロパー","1","物流部倉庫","0","0.00","0.00","7.00","7.00","589.05","4123","自社","2026/09","16.00","0.00","3.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","3","5","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾚｯﾄﾞ","プロパー","1","物流部倉庫","0","4.00","0.00","18.00","22.00","589.05","12959","自社","2026/09","32.00","0.00","1.00","0.00","9.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","3","20","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾚｯﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","58905.00","58905","自社","2026/09","9.00","0.00","4.00","0.00","4.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3000","3","25","ＦＬ３０００","ﾌﾞﾗｯｸ/ﾚｯﾄﾞ","プロパー","1","物流部倉庫","0","0.00","0.00","4.00","4.00","589.05","2356","自社","2026/09","10.00","0.00","1.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3001","1","10","ＦＬ－３００１","ｼﾙﾊﾞｰ/ｼﾙﾊﾞｰｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","5.00","0.00","23.00","28.00","994.95","27859","自社","2026/09","28.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL3001","1","15","ＦＬ－３００１","ｼﾙﾊﾞｰ/ｼﾙﾊﾞｰｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","47.00","0.00","21.00","68.00","994.95","67657","自社","2026/09","70.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3001","1","20","ＦＬ－３００１","ｼﾙﾊﾞｰ/ｼﾙﾊﾞｰｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","38.00","0.00","23.00","61.00","994.95","60692","自社","2026/09","61.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL3001","1","25","ＦＬ－３００１","ｼﾙﾊﾞｰ/ｼﾙﾊﾞｰｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","20.00","20.00","994.95","19899","自社","2026/09","21.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3001","2","10","ＦＬ－３００１","ｸﾞﾚｰ/ﾌﾞﾗｯｸｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","23.00","23.00","994.95","22884","自社","2026/09","23.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FL3001","2","15","ＦＬ－３００１","ｸﾞﾚｰ/ﾌﾞﾗｯｸｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","41.00","0.00","22.00","63.00","994.95","62682","自社","2026/09","64.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3001","2","20","ＦＬ－３００１","ｸﾞﾚｰ/ﾌﾞﾗｯｸｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","38.00","0.00","21.00","59.00","994.95","58702","自社","2026/09","61.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FL3001","2","25","ＦＬ－３００１","ｸﾞﾚｰ/ﾌﾞﾗｯｸｶｰﾎﾞﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","16.00","16.00","994.95","15919","自社","2026/09","16.00","0","0","0","0","0","0","0","0","0.00"
"一般既成近眼","FL5010","1","20","ＦＬ５０１０","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","231.00","231","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"一般既成近眼","FL5010","9","10","ＦＬ５０１０","ｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","11.00","11.00","231.00","2541","自社","2026/09","11.00","0","0","0","0","0","0","0","0","0.00"
"一般既成近眼","FL5010","9","20","ＦＬ５０１０","ｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","3.00","3.00","231.00","693","自社","2026/09","3.00","0","0","0","0","0","0","0","0","0.00"
"一般既成近眼","FL5010","9","40","ＦＬ５０１０","ｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","2.00","2.00","231.00","462","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"一般既成近眼","FL5021","3","10","ＦＬ５０２１","ﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","2.00","0.00","0.00","2.00","229.35","459","自社","2026/09","2.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLH001PH","1","10","ＦＬＨ－００１ＰＨ","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","38.00","0.00","0.00","38.00","1471.80","55928","自社","2026/09","35.00","0.00","0.00","16.00","13.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLH001PH","1","15","ＦＬＨ－００１ＰＨ","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","45.00","0.00","0.00","45.00","1471.80","66231","自社","2026/09","0.00","0.00","0.00","65.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLH001PH","1","20","ＦＬＨ－００１ＰＨ","ｼﾙﾊﾞｰ","プロパー","1","物流部倉庫","0","50.00","0.00","1.00","51.00","1471.80","75062","自社","2026/09","13.00","0.00","0.00","50.00","12.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLH001PH","2","10","ＦＬＨ－００１ＰＨ","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","40.00","0.00","0.00","40.00","1471.80","58872","自社","2026/09","0.00","0.00","0.00","60.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLH001PH","2","15","ＦＬＨ－００１ＰＨ","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","40.00","0.00","0.00","40.00","1471.80","58872","自社","2026/09","0.00","0.00","0.00","50.00","10.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLH001PH","2","20","ＦＬＨ－００１ＰＨ","ｶﾞﾝﾒﾀﾙ","プロパー","1","物流部倉庫","0","40.00","0.00","0.00","40.00","1471.80","58872","自社","2026/09","0.00","0.00","0.00","60.00","20.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLK001","1","10","ＦＬＫ－００１","ｼﾙﾊﾞｰ/ｸﾞﾚｰｼﾞｭﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","5.00","5.00","1862.85","9314","自社","2026/09","10.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLK001","1","25","ＦＬＫ－００１","ｼﾙﾊﾞｰ/ｸﾞﾚｰｼﾞｭﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","7.00","7.00","1862.85","13040","自社","2026/09","8.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLK001","2","20","ＦＬＫ－００１","ｺﾞｰﾙﾄﾞﾏｯﾄ/ﾌﾞﾗｳﾝﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","1862.85","1863","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLK001","3","10","ＦＬＫ－００１","ｺﾞｰﾙﾄﾞ/ｱｯﾌﾟﾙｸﾞﾘｰﾝﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","20.00","20.00","1862.85","37257","自社","2026/09","25.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLK001","3","15","ＦＬＫ－００１","ｺﾞｰﾙﾄﾞ/ｱｯﾌﾟﾙｸﾞﾘｰﾝﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","5.00","5.00","1862.85","9314","自社","2026/09","5.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLK001","3","20","ＦＬＫ－００１","ｺﾞｰﾙﾄﾞ/ｱｯﾌﾟﾙｸﾞﾘｰﾝﾏｯﾄ","プロパー","1","物流部倉庫","0","0.00","0.00","1.00","1.00","1862.85","1863","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL006","1","10","ＦＬＬ００６","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","8.00","8.00","458.70","3670","自社","2026/09","14.00","0.00","0.00","0.00","6.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","1","15","ＦＬＬ００６","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","1.00","0.00","163.00","164.00","458.70","75227","自社","2026/09","187.00","0.00","20.00","1.00","4.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","1","20","ＦＬＬ００６","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","132.00","132.00","458.70","60548","自社","2026/09","167.00","0.00","30.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","1","25","ＦＬＬ００６","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","74.00","0.00","34.00","108.00","458.70","49540","自社","2026/09","109.00","0.00","0.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","1","30","ＦＬＬ００６","ｸﾞﾚｰｸﾘｱ","プロパー","1","物流部倉庫","0","18.00","0.00","32.00","50.00","458.70","22935","自社","2026/09","52.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","2","10","ＦＬＬ００６","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","6.00","0.00","50.00","56.00","458.70","25687","自社","2026/09","64.00","0.00","0.00","0.00","8.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","2","15","ＦＬＬ００６","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","1.00","0.00","166.00","167.00","458.70","76603","自社","2026/09","187.00","0.00","10.00","1.00","11.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","2","20","ＦＬＬ００６","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","89.00","89.00","458.70","40824","自社","2026/09","117.00","0.00","15.00","0.00","13.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","2","25","ＦＬＬ００６","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","29.00","29.00","458.70","13302","自社","2026/09","39.00","0.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL006","2","30","ＦＬＬ００６","ﾍﾞｰｼﾞｭｸﾘｱ","プロパー","1","物流部倉庫","0","0.00","0.00","24.00","24.00","458.70","11009","自社","2026/09","29.00","0.00","0.00","0.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3000","1","5","ＦＬＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰｼﾞｭﾏｯﾄ","プロパー","1","物流部倉庫","0","21.00","0.00","0.00","21.00","1072.50","22523","自社","2026/09","21.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3000","1","15","ＦＬＬ３０００","ﾌﾞﾗｯｸ/ｸﾞﾚｰｼﾞｭﾏｯﾄ","プロパー","1","物流部倉庫","0","14.00","0.00","0.00","14.00","1072.50","15015","自社","2026/09","14.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3000","2","5","ＦＬＬ３０００","ﾌﾞﾗｳﾝﾃﾞﾐ／ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","104.00","0.00","0.00","104.00","1122.00","116688","自社","2026/09","104.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3000","2","10","ＦＬＬ３０００","ﾌﾞﾗｳﾝﾃﾞﾐ／ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","17.00","0.00","0.00","17.00","1122.00","19074","自社","2026/09","17.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3000","2","15","ＦＬＬ３０００","ﾌﾞﾗｳﾝﾃﾞﾐ／ｸﾘｱﾀﾞｰｸﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","44.00","0.00","0.00","44.00","1122.00","49368","自社","2026/09","44.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3002","1","15","ＦＬＬ３００２","ﾎﾜｲﾄｺﾞｰﾙﾄﾞ","プロパー","1","物流部倉庫","0","1.00","0.00","0.00","1.00","465.00","465","自社","2026/09","1.00","0","0","0","0","0","0","0","0","0.00"
"FEEL LIFE老眼","FLL3004","1","5","ＦＬＬ３００４","ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","1.00","0.00","60.00","61.00","475.20","28987","自社","2026/09","43.00","0.00","0.00","21.00","3.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","1","10","ＦＬＬ３００４","ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","3.00","0.00","60.00","63.00","475.20","29938","自社","2026/09","31.00","0.00","0.00","33.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","1","15","ＦＬＬ３００４","ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","3.00","0.00","70.00","73.00","475.20","34690","自社","2026/09","35.00","0.00","0.00","39.00","1.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","1","20","ＦＬＬ３００４","ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","0.00","0.00","6.00","6.00","475.20","2851","自社","2026/09","6.00","0.00","0.00","15.00","15.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","1","25","ＦＬＬ３００４","ﾋﾟｭｱﾌﾞﾗｯｸ","プロパー","1","物流部倉庫","0","10.00","0.00","11.00","21.00","475.20","9979","自社","2026/09","11.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","2","5","ＦＬＬ３００４","ﾃﾞﾐﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","49.00","49.00","475.20","23285","自社","2026/09","29.00","0.00","0.00","35.00","15.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","2","10","ＦＬＬ３００４","ﾃﾞﾐﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","10.00","10.00","475.20","4752","自社","2026/09","0.00","0.00","0.00","25.00","15.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","2","15","ＦＬＬ３００４","ﾃﾞﾐﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","70.00","70.00","475.20","33264","自社","2026/09","55.00","0.00","20.00","40.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","2","20","ＦＬＬ３００４","ﾃﾞﾐﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","0.00","0.00","15.00","15.00","475.20","7128","自社","2026/09","4.00","0.00","10.00","25.00","4.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","2","25","ＦＬＬ３００４","ﾃﾞﾐﾌﾞﾗｳﾝ","プロパー","1","物流部倉庫","0","1.00","0.00","68.00","69.00","475.20","32789","自社","2026/09","48.00","0.00","0.00","26.00","5.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","3","5","ＦＬＬ３００４","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","27.00","27.00","475.20","12830","自社","2026/09","9.00","0.00","0.00","35.00","17.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","3","10","ＦＬＬ３００４","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","プロパー","1","物流部倉庫","0","3.00","0.00","43.00","46.00","475.20","21859","自社","2026/09","15.00","0.00","0.00","48.00","17.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","3","15","ＦＬＬ３００４","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","プロパー","1","物流部倉庫","0","3.00","0.00","51.00","54.00","475.20","25661","自社","2026/09","32.00","0.00","0.00","38.00","16.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","3","20","ＦＬＬ３００４","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","プロパー","1","物流部倉庫","0","4.00","0.00","63.00","67.00","475.20","31838","自社","2026/09","59.00","0.00","20.00","39.00","11.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004","3","25","ＦＬＬ３００４","ｾﾋﾟｱｸﾞﾚｰｼﾞｭ","プロパー","1","物流部倉庫","0","0.00","0.00","44.00","44.00","475.20","20909","自社","2026/09","29.00","0.00","0.00","25.00","10.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","1","10","ＦＬＬ３００４セット","ﾋﾟｭｱﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","64.00","0.00","0.00","64.00","1189.00","76096","自社","2026/09","65.00","0.00","1.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"FEEL LIFE老眼","FLL3004SET","1","15","ＦＬＬ３００４セット","ﾋﾟｭｱﾌﾞﾗｯｸ","OEM","1","物流部倉庫","0","70.00","0.00","0.00","70.00","1189.00","83230","自社","2026/09","70.00","0","0","0","0","0","0","0","0","0.00"
